totalsum,number_stops,percentage_overlap,number_clusters,avg_distance_points_to_centroid,max_distance_points_to_centroid,min_distance_points_to_centroid,amount_noise_points,Max_to_depot,Min_to_depot,vehicle_cap,real_km_order,chosen_company,chosen_candidate
4661.687400000001,34,1.0,15,63.582030807823685,199.9021211572365,0.773296984151879,5,231.68210000000002,19.201700000000002,3,102.91800303030303,NextGen Solutions,Pioneer Partners
4345.158699999999,33,0.96,12,71.07051576815647,160.6233036007076,1.180113187507147,2,185.6075,24.7222,3,81.824240625,Elite Industries,Modern Corporation
2848.0904000000005,24,0.9444444444444444,13,71.23680173197086,171.62384705349348,4.292625704675996,2,197.49470000000002,18.4984,7,68.9879,Swift Solutions,Green Technologies
6286.1721,47,0.96,12,70.2856538287684,173.27930929983603,1.060705797602012,2,200.9482,20.246599999999997,10,47.08856304347826,Modern Partners,Innovative Ventures
5665.553200000001,41,1.0,11,71.39995645965413,160.1364465526779,7.661806041614381,2,196.8049,10.9535,9,70.31898,Dynamic Partners,Visionary Enterprises
3093.2682,23,1.0,9,71.68186436240609,174.9270985035591,6.2487316164413755,5,174.12439999999998,23.2793,4,123.99900000000001,Innovative Consulting,Visionary Group
3987.747099999999,33,0.9565217391304348,13,71.20165420210303,172.483336498604,4.580234487325141,1,200.5804,19.6895,12,51.845975,Global Partners,Global Consulting
3415.1758000000004,25,1.0,10,71.59629955067304,171.81818498536057,4.582503625222408,2,198.9304,21.6397,15,48.790054166666664,Green Ventures,Modern Solutions
1941.8623,16,1.0,12,71.78756861756459,172.87403813973296,4.9840537236791045,8,192.026,11.5065,9,76.45003999999999,Global Enterprises,Modern Industries
2621.8429,21,1.0,12,68.35914792051136,181.99750048749965,1.5993469304789087,9,198.9304,38.4785,15,61.389824999999995,Pioneer Industries,Modern Solutions
2297.451,16,1.0,11,71.40165171483804,174.43246960860486,2.938146061889004,1,197.5888,34.1359,9,87.37245333333334,Global Technologies,Pioneer Enterprises
1230.9413,12,1.0,10,71.78895193307174,174.11123141505675,6.262224381005882,4,127.6378,35.1412,9,73.68529090909091,Global Technologies,NextGen Networks
873.8601,10,1.0,20,67.5572233981489,162.73849210903427,2.787152353104859,4,198.9304,6.029,9,64.34797777777777,Modern Solutions,Global Group
5685.995399999999,41,0.9473684210526315,9,61.39880795067481,221.49601374933152,1.7232159377553424,8,231.68210000000002,10.4099,12,51.25239750000001,Visionary Ventures,Innovative Group
3331.1846000000005,28,1.0,13,69.89749534062274,174.70449955976525,1.070647157015217,9,191.8074,23.2647,3,110.57032962962964,Modern Consulting,Pioneer Group
3088.7495000000004,24,1.0,10,70.64299581002109,172.48005237603104,1.060705797602012,2,218.1173,23.2793,9,66.65925652173914,Swift Technologies,Visionary Group
3003.3194999999996,25,1.0,11,64.176577866998,189.1638754973807,0.08936350006289555,1,197.49470000000002,41.6486,15,52.220904166666664,Green Technologies,Swift Networks
2952.4725000000003,26,1.0,14,72.95680419535134,175.1747957894302,4.076364827074741,2,191.26139999999998,20.246599999999997,5,79.50218799999999,Green Networks,Elite Corporation
1542.1389999999997,12,1.0,12,70.71845467612228,173.16415800703368,6.073540742370139,4,204.8296,18.4984,7,102.03934545454545,Swift Solutions,Visionary Partners
3651.3533,27,0.8571428571428571,13,70.56005913077934,171.8558632618711,5.303920023904822,8,202.2859,18.5871,2,143.04363076923076,Pioneer Corporation,Visionary Solutions
1499.7402000000002,14,0.8571428571428571,16,72.37125045333099,164.05132155998027,2.8302544267561647,5,194.571,47.274699999999996,12,71.15226153846154,NextGen Group,Innovative Solutions
1832.646,14,1.0,13,70.83061155034575,164.7608530875025,3.811812348922139,1,194.571,34.075199999999995,8,98.76687692307692,Innovative Consulting,NextGen Group
1727.0619,14,1.0,8,69.27324069514933,160.5956792277905,5.303792152742873,7,154.1564,41.6486,4,93.9214,Swift Networks,Dynamic Enterprises
3233.5992,21,1.0,11,71.823730344945,162.63814326341938,3.8945224088886383,5,218.9364,18.4984,5,88.52507500000002,Modern Networks,Dynamic Consulting
3904.313399999999,28,0.95,11,72.32639092680927,173.785103728779,5.887343022314471,2,206.223,29.1382,9,54.061985185185186,Elite Industries,Dynamic Corporation
5162.883700000002,33,0.9333333333333333,9,69.34908457692781,160.28472968324724,1.060705797602012,2,231.68210000000002,19.201700000000002,7,84.8645625,Pioneer Partners,Dynamic Consulting
3046.8992000000003,26,0.9,12,70.18322234358801,175.31131944853942,4.0477219034014205,2,186.3852,17.514599999999998,9,53.423052000000006,Pioneer Industries,Dynamic Ventures
3935.4666000000007,34,1.0,11,69.06309187943289,211.71298224686106,0.38025746723198184,4,197.49470000000002,22.472900000000003,7,61.60716969696969,NextGen Solutions,Green Technologies
1731.6796999999997,17,1.0,11,71.56700666404207,168.90655122046928,1.3286088131760727,2,202.2859,17.514599999999998,5,70.33011875,Dynamic Ventures,Visionary Solutions
1245.9016000000001,10,1.0,15,71.2360768085587,178.52991178703368,1.35723665712136,7,135.5672,64.4246,18,78.11624444444445,NextGen Networks,Green Enterprises
3057.4895,25,0.7142857142857143,15,65.08769501203494,179.62931367479285,0.6334875960094297,7,187.131,29.112,11,73.29112083333332,Visionary Enterprises,Global Technologies
5128.058000000001,38,1.0,12,69.18811745548072,174.13017790990864,1.060705797602012,4,200.9482,20.246599999999997,10,57.71633513513513,Modern Partners,Visionary Group
3467.8300000000013,29,1.0,10,71.0579672761051,174.30156392586912,5.302786929570143,4,222.8271,18.4984,16,53.605285714285706,Visionary Consulting,Swift Solutions
2266.3918,15,1.0,16,71.38148737172287,184.5839513254625,5.071500912235447,8,197.5888,18.4984,4,92.56585,Pioneer Enterprises,Swift Solutions
2787.9893000000006,21,1.0,14,70.67415371143967,186.67268461297832,7.19377868504881,5,174.12439999999998,23.2793,10,63.696039999999996,Visionary Group,Green Enterprises
4864.153700000002,36,0.8,16,65.89377133884041,173.82265093920344,2.4908380427012116,7,196.1896,21.6397,20,40.790105714285716,Pioneer Industries,Green Ventures
3644.3915999999995,29,0.5714285714285714,10,70.25317699349111,176.67034914851033,3.560461560043453,6,195.7226,6.0635,5,66.565525,Innovative Industries,NextGen Group
5100.403399999999,41,1.0,12,70.68924467758752,166.59891747167538,1.060705797602012,5,231.68210000000002,19.201700000000002,18,42.4696,Swift Partners,Pioneer Partners
5387.7265,42,0.9,14,66.41180674737265,197.16757454592133,0.9349021891536238,6,206.223,18.860599999999998,4,70.91786585365853,Innovative Corporation,Dynamic Corporation
2752.3815,21,1.0,9,71.36140775669371,172.4189387911562,1.060705797602012,3,181.12429999999998,23.2793,16,62.888915,Visionary Group,Pioneer Networks
5950.612400000001,43,0.9565217391304348,13,71.86623797271706,174.568885074634,4.784671628830752,2,196.8049,10.9535,2,136.69496428571424,Pioneer Corporation,Dynamic Partners
5041.276499999998,35,1.0,14,66.48608020885555,179.6397903133137,0.5155689936212087,3,231.68210000000002,10.4099,14,49.03315588235294,Innovative Group,Pioneer Industries
5098.9647,44,0.95,12,60.63872957354071,204.47737155075936,1.1121198517592101,7,201.3102,23.2793,12,40.32214186046512,Innovative Enterprises,Green Solutions
5893.360299999999,43,1.0,13,68.39041154403584,222.58135136198973,0.08936350006289555,2,206.5204,19.6895,7,59.10597380952382,Global Consulting,Elite Consulting
2848.0904000000005,24,0.8333333333333334,10,69.3820919281754,179.41353161759062,3.7375016697909538,7,197.49470000000002,18.4984,14,53.891600000000004,Green Technologies,Swift Solutions
5323.852999999998,42,1.0,12,68.58246004235562,179.66601670474512,0.46743400427686455,5,206.5204,10.3011,8,45.4023731707317,Dynamic Group,Visionary Enterprises
4039.6439,26,0.95,10,71.45828982293655,174.25394402726232,5.775863182511176,3,206.5204,18.4984,10,67.237908,Modern Networks,Elite Consulting
1355.3723,13,1.0,11,68.98814503565535,160.55539387263323,4.137309151052162,7,202.2859,18.5871,13,72.79113333333333,Visionary Solutions,Elite Corporation
2331.7418000000007,15,1.0,11,70.82338414913795,173.9749943087291,3.9156099095273897,3,192.026,34.075199999999995,9,106.24827142857144,Modern Industries,Innovative Consulting
1899.4725,14,1.0,14,70.78808011981774,184.00889818459996,3.696145473883978,1,171.0051,18.4984,5,85.60252307692306,Elite Industries,Modern Networks
991.9639,12,1.0,13,70.02440753814291,160.87392418050013,1.8844257672190199,3,153.14839999999998,18.4984,12,66.33396363636363,Swift Solutions,Elite Corporation
5033.610900000001,43,0.9583333333333334,10,69.38005600406204,204.79614266659263,0.773296984151879,2,217.8745,17.426,2,123.78095476190475,Visionary Technologies,Innovative Enterprises
4494.7182,35,0.9,11,70.91821546144521,187.3705620270095,4.523270325899273,2,185.6075,24.7222,15,44.06256470588236,Modern Corporation,Global Partners
6235.9298,47,0.96,12,70.32688524393465,171.3728089705164,1.060705797602012,1,195.7226,6.0635,2,111.1162956521739,Innovative Industries,Modern Corporation
3360.4061,29,1.0,10,71.98082904688971,190.77065290816844,3.9745402290779723,9,206.5204,10.3011,20,46.49598928571428,Modern Solutions,Dynamic Group
4008.8675,32,0.8571428571428571,13,72.79033588091649,161.44891770801195,5.007988508078171,8,194.571,20.3042,6,91.77987741935483,Innovative Ventures,NextGen Group
1315.7191000000003,15,1.0,11,62.75684471260994,154.2636141672791,0.0,2,166.76160000000002,11.5065,4,83.15931428571427,Global Enterprises,Innovative Solutions
3456.1657999999998,25,0.95,11,70.6405671538101,176.4704360335738,9.735621180593649,8,206.223,29.1382,13,52.93239583333334,NextGen Networks,Dynamic Corporation
4590.252600000001,36,0.85,13,70.05342499291628,162.36053017033288,6.69191730165122,5,203.0573,27.642599999999998,6,63.87740857142857,Dynamic Solutions,Green Networks
2306.0301,17,0.875,11,69.7357493210827,164.3981893488348,4.142430472200987,2,218.1173,42.057300000000005,7,80.78493125,Swift Group,Swift Technologies
5685.995399999999,41,0.9545454545454546,12,64.10953828750623,276.57877129052525,1.060705797602012,1,231.68210000000002,10.4099,3,93.80164249999999,Innovative Group,Visionary Ventures
1904.4841,13,1.0,9,69.25890200548655,162.16915938725109,5.102136482847732,14,204.8296,21.8605,5,89.64300833333334,Visionary Partners,Dynamic Enterprises
4280.5307,31,1.0,12,71.49891429439,172.15048671017104,4.622493133410597,3,218.9364,27.642599999999998,18,50.43782,Dynamic Solutions,Dynamic Consulting
1212.1741,11,1.0,11,70.68812037973483,172.29252247990757,4.663314261173183,2,153.14839999999998,18.4984,10,79.31607000000001,Green Enterprises,Swift Solutions
3651.4990000000003,26,1.0,9,72.32148849144924,174.7526705171629,4.059216295039271,7,206.5204,18.4984,4,110.708524,Elite Consulting,Swift Solutions
4959.293299999999,34,1.0,11,68.64868660226908,183.91711373353237,0.773296984151879,2,231.68210000000002,14.6228,9,54.137166666666666,Elite Solutions,Pioneer Partners
3692.6380999999997,29,0.9545454545454546,13,72.083824585688,176.82213732080425,6.77903257359448,3,195.7226,6.0635,5,76.89837142857142,Modern Ventures,Innovative Industries
1691.7178,15,1.0,11,62.555262149317336,154.66701143982738,0.0,2,218.1173,64.3551,10,79.04364285714287,Innovative Solutions,Swift Technologies
3977.8462,23,1.0,11,72.07871132963385,165.3250287512717,5.384974089793892,4,203.2633,18.5871,5,82.98456363636363,Visionary Solutions,Global Ventures
