totalsum,number_stops,Max_to_depot,Min_to_depot,average_overlap_percentage,average_cluster_size,average_centroid_distance,average_distance_within_clusters,average_distance_between_clusters,average_minimal_distance,average_maximal_distance,vehicle_cap,real_km_order,chosen_company,chosen_candidate
1672.7355,15,162.6163,23.9168,0.4878659846497625,30.952380952380953,0.23057048371277933,14.041035417915827,109.86980589501309,0.00042848933457815543,0.7837279920671554,14,62.43749285714286,Swift Enterprises,Swift Networks
5112.050399999999,43,196.1896,21.6397,0.4031318857640368,10.914893617021276,0.13232759157603988,18.1473332865926,99.32995284618656,0.012867990008234471,0.4140819531744625,20,34.48186190476191,Swift Partners,Green Ventures
1924.6721,13,192.026,31.343,0.40018679213416186,38.42857142857143,0.22731490507568894,19.90703000239109,113.62976137763148,0.0,0.8401888508734426,14,98.96040833333335,Modern Industries,Pioneer Networks
3655.5952000000007,28,200.9482,18.4984,0.5156825635214383,12.042553191489361,0.13226676088365794,17.10938633317404,96.60944493205105,0.014394360695388835,0.4312473720381313,13,55.04741851851851,Modern Partners,Swift Solutions
5443.386,42,201.3102,20.246599999999997,0.4694206110883556,14.3125,0.13297265607770742,15.267910085767635,105.06449328630595,0.00640818937403053,0.43607915462232405,13,45.18461463414634,Modern Partners,Green Solutions
4394.139900000001,32,218.9364,25.8705,0.34494857708356214,13.333333333333334,0.1781291674285928,18.68465020987382,87.01462632843013,0.007230663914109537,0.540401205877165,10,65.49908387096774,Dynamic Consulting,Swift Ventures
3238.9413,22,207.52620000000002,18.4984,0.5738478660503832,17.38235294117647,0.17431003869772535,25.4789676555293,114.24253519239163,0.004589502655313936,0.5554034856280377,4,109.08058571428572,NextGen Enterprises,Modern Networks
4154.3418,28,231.68210000000002,19.201700000000002,0.3283410195942165,23.2,0.20815386547418555,26.094815117246615,99.41189596062125,0.004940801745591378,0.7054154972618418,11,66.31973333333335,Global Networks,Pioneer Partners
2366.2762,20,164.8374,10.734,0.4131989747766616,66.53846153846153,0.30856298986946085,31.188994477219318,128.0208711129253,0.0,1.1288372171696515,10,64.53524210526315,Swift Industries,Green Industries
4257.3702,28,196.1896,21.6397,0.383102867954442,23.476190476190474,0.21999369833699361,25.063311173258256,104.5933633711042,0.004862962084328453,0.7722000293420853,4,121.37724814814815,Modern Industries,Green Ventures
3281.7555,29,191.8074,23.2647,0.46175278135456466,14.040816326530612,0.13019453009440865,10.952607479860164,111.25112415585208,0.0028508481205987567,0.42593846257744117,19,49.46921071428572,Modern Consulting,Global Technologies
5215.6512,41,199.8104,14.6228,0.46052666396286,13.653846153846153,0.1272707936178241,18.939442381517924,93.73295449100708,0.004020425717748867,0.4144780740403184,11,47.6226475,Modern Corporation,Elite Solutions
2745.8714000000004,31,172.7724,11.5065,0.4252374310817357,10.375,0.12129013750646317,11.247139007672715,101.75904600468404,0.017414878792439043,0.39050129632596314,6,51.01136,Swift Partners,Global Enterprises
5634.028700000001,36,203.2633,31.0445,0.44062165802429604,20.945945945945947,0.1616757530488777,14.76619179340025,100.3521273513091,0.001216972103790417,0.5378040234368692,11,59.15875714285715,Global Ventures,Green Networks
4035.2504000000004,31,186.3852,9.097700000000001,0.49599680050752715,19.0,0.17712496939360234,19.50784469350246,105.0718069517088,0.007313463374110647,0.6145864710369656,18,41.69745,Swift Corporation,Pioneer Industries
5546.560000000001,40,205.54670000000002,21.6397,0.3900842474150745,8.822222222222223,0.1335316438324812,14.279011081567404,94.8904749264976,0.017802084066256222,0.3869053912390521,19,41.23205384615383,Green Ventures,Global Industries
2667.5988,22,194.571,10.734,0.40344876312982725,24.823529411764707,0.2518870573980296,27.61264336251042,112.36161911056335,0.0028289647690784817,0.9361780779551006,9,60.666561904761906,NextGen Group,Green Industries
