totalsum,number_stops,Max_to_depot,Min_to_depot,vehicle_cap,real_km_order,chosen_company,chosen_candidate,greedy_total_sum,average_percentage_in_circle,mean_distance_within_circle,delivery_density,radius,average_overlap_percentage,average_cluster_size,average_centroid_distance,average_distance_within_clusters,average_distance_between_clusters,average_minimal_distance,average_maximal_distance,percentage_overlap,number_clusters,avg_distance_points_to_centroid,max_distance_points_to_centroid,min_distance_points_to_centroid,amount_noise_points
5778.068399999999,45,222.8271,6.0635,5,66.59360227272727,Innovative Industries,Visionary Consulting,76383.249,0.5069882674588203,0.5389457760557445,3.7181454809482957,0.925255924035648,0.37694890675624415,10.340425531914894,0.13019313330229287,17.0906921751337,98.36197530859826,0.014253052684245954,0.42789967107761845,0.9545454545454546,11,68.85638841440759,174.45999789599566,2.158077250755765,5
2877.1528000000003,24,217.8745,17.426,15,61.49337826086958,Modern Solutions,Visionary Technologies,12661.1375,0.2530243119754924,0.45492822108342573,2.175776780472422,0.6624887719901462,0.38102866354304976,54.0,0.27731721822036043,38.613507245829766,106.55136933812081,0.0,1.0020974132469234,0.9444444444444444,9,72.52607236713452,184.10956484050112,5.080133168203861,3
1978.9510000000002,16,171.0051,18.4984,12,69.14692666666666,Modern Networks,Global Partners,7909.466,0.43044232521110903,0.4533769025792815,0.7987546493761158,0.8927572010477932,0.31195785832188777,55.125,0.27371452785707096,38.32928982557287,118.4567613391015,0.0,0.9926834397841819,1.0,8,72.03281591969649,173.47302550678276,5.416701235081592,3
5843.623900000002,45,222.8271,19.1873,8,63.78365454545455,Modern Partners,Visionary Consulting,71654.0297,0.5565257479286077,0.4913197840692335,3.7982641801189403,0.9154454695074649,0.5074241750696662,12.959183673469388,0.12664084571830872,17.682247095129174,94.24197469089967,0.006530417512055297,0.40975018313835326,0.9565217391304348,7,72.39343633998618,170.63339258254229,3.086329736483414,5
4680.0104,34,197.5888,32.599599999999995,5,76.28680606060607,Dynamic Networks,Pioneer Enterprises,30440.8212,0.5038293182828941,0.5770457731074754,9.477764994788945,0.7556080156319008,0.4281243704471595,7.388888888888889,0.10709801602589285,12.557197318589225,75.19531805176592,0.02040122003770301,0.33130979149853157,0.6666666666666666,11,70.72597441210074,164.17846371744466,5.626012587484257,5
1984.7732999999998,16,204.8296,17.514599999999998,5,84.98006000000001,Visionary Partners,Dynamic Ventures,7913.025,0.6601730558413497,0.5411321507528417,0.608575941519071,1.0227810471805203,0.3242974320278466,55.0,0.2724353507013343,31.82683753250715,122.82672401054425,0.0,0.9924893019412626,1.0,8,72.43425461563783,172.4533217332685,4.965039641718991,2
5644.831900000002,43,222.8271,19.1873,5,69.22382619047619,Green Ventures,Visionary Consulting,65364.4614,0.6459081862091611,0.646791973836153,3.6978942950890854,0.9277860052923901,0.38074270546810585,11.162790697674419,0.13336664941959503,8.943465047517476,92.1457568219884,0.015031058933504888,0.44174961679617347,0.9565217391304348,8,72.67287519405944,172.73465092869074,5.528002822236475,4
2977.1751000000004,21,218.9364,38.670300000000005,7,70.27971500000001,Pioneer Group,Dynamic Consulting,11381.6743,0.536980348733304,0.5300230555399221,2.144698560614232,0.7704987334500788,0.3635862329552597,33.25,0.2648652337888908,29.37842015003867,111.4841510846683,0.00039542493483902337,0.9079354008179723,0.9333333333333333,9,71.72306029385201,161.98911576131576,3.5706518378201078,4
6681.362600000001,45,196.1896,21.6397,8,46.231118181818175,Elite Group,Green Ventures,66700.8415,0.5712290838402565,0.5321769872894321,4.758681138775605,0.8959265031431015,0.42312748970721636,17.15686274509804,0.12595304807172633,12.283513727758656,96.94077338760776,0.0012070057979539806,0.45297984365979277,0.95,7,71.57806617746581,171.68375788313975,4.707849225941907,3
3542.250600000001,29,222.8271,19.1873,17,60.030825,Elite Ventures,Visionary Consulting,17356.1125,0.501986976247186,0.5378371954474908,2.381925604876714,0.7311238694888337,0.528393545018161,63.38461538461539,0.3155550281403231,43.17039604676493,133.95180959827036,0.0,1.1131811343504703,1.0,8,70.75556974054341,178.55962270824585,2.5397486291612075,1
