totalsum,number_stops,Max_to_depot,Min_to_depot,vehicle_cap,average_percentage_in_circle,mean_distance_within_circle,delivery_density,radius,real_km_order,chosen_company,chosen_candidate
4913.842199999999,40,199.90210000000002,18.860599999999998,17,0.40854214263378397,0.37083475178819514,9.919721518135782,0.6205345207649546,41.37785128205128,Innovative Corporation,Visionary Enterprises
3648.963600000001,40,183.88279999999997,34.8933,13,0.5439587525452511,0.437499923457504,8.952081786863928,0.7303123965247139,36.7398923076923,Swift Partners,Green Group
1966.9287000000002,17,163.5341,21.9399,14,0.5262983678126483,0.3796270833219203,2.4254090383694065,0.7245403282166313,59.85348750000001,Swift Enterprises,Dynamic Industries
3604.760299999999,24,203.2633,11.5065,20,0.5647471383398763,0.6233003031069162,2.827565869498156,0.9489944919333864,58.589008695652176,Global Ventures,Global Enterprises
5407.9861,45,191.26139999999998,31.0445,3,0.5209418551654946,0.5770457731074754,9.477764994788945,0.7556080156319008,94.03338181818184,Dynamic Networks,Green Networks
2657.8165000000013,23,199.8104,14.6228,5,0.5698863800232882,0.5114048485054026,3.5489140384560605,0.8470758829366039,86.45932272727272,Elite Solutions,Global Technologies
3076.7421,23,203.2633,37.0531,13,0.5362924548514637,0.6379654401684507,3.9787889830087826,0.8944366992988078,63.7515909090909,Modern Technologies,Green Enterprises
5723.9352,43,206.5204,12.0148,12,0.5381063485892424,0.5600492660347067,6.852859700720603,0.7770712110890335,54.46626904761904,Visionary Networks,Elite Consulting
5007.844100000001,34,191.732,21.9399,9,0.5918758400537715,0.5321769872894321,4.758681138775605,0.8959265031431015,53.383945454545454,Elite Group,Dynamic Industries
5288.9464,41,200.212,23.2647,12,0.5423914440645673,0.5624406363655408,4.3602428143384975,0.896119790569392,51.6622675,Modern Enterprises,Modern Consulting
3308.5064,27,191.8074,23.2647,11,0.5980008283783366,0.4569313233880925,1.0074733185422595,0.7949197455076326,67.60258846153846,Green Enterprises,Modern Consulting
2256.4577,14,197.5888,31.343,18,0.24108912190434756,0.5828472099232299,2.5544074628658793,0.7060085688662,88.06191538461539,Pioneer Networks,Pioneer Enterprises
5502.411399999998,43,203.2633,32.599599999999995,16,0.5209418551654946,0.5770457731074754,9.477764994788945,0.7556080156319008,39.30765952380952,Dynamic Networks,Modern Technologies
1275.7285,12,111.73339999999999,42.674699999999994,2,0.5190024252473084,0.5603984955917368,2.86906224709001,0.6661700045241271,119.62628181818182,Dynamic Enterprises,Swift Industries
3591.8858,33,207.4666,21.381700000000002,11,0.676280611336137,0.6668570316848274,1.4665349325113228,0.931770278378629,50.499615625000004,Global Partners,Dynamic Technologies
5323.6779,39,205.54670000000002,22.8515,11,0.5423914440645673,0.5624406363655408,4.3602428143384975,0.896119790569392,70.17457894736842,Modern Enterprises,Global Industries
4217.189,32,197.5888,12.0148,6,0.5381063485892424,0.5600492660347067,6.852859700720603,0.7770712110890335,69.28745483870969,Visionary Networks,Pioneer Enterprises
1644.6466999999998,14,163.5341,21.9399,13,0.6124998674716937,0.6044658608558995,1.884976581053209,0.8218680163622553,62.3214076923077,NextGen Networks,Dynamic Industries
1103.7698,11,179.8611,6.029,19,0.17492049170122365,0.28144251915825863,5.402634810353608,0.42041953231382323,68.41242000000001,Global Group,Global Corporation
4855.205,39,217.8745,17.426,16,0.5149953479364305,0.5530509248449434,5.836976045381285,0.80895009655361,50.18458684210526,Visionary Technologies,Green Networks
3544.2307000000005,32,179.3464,23.2793,4,0.45779584548246455,0.4492563397241323,8.048307648231294,0.744109410553819,67.38776451612904,Innovative Enterprises,Swift Enterprises
1460.4857,13,166.76160000000002,29.4524,4,0.5004591025479865,0.7062064121976654,0.61020608817207,1.0214139696088649,84.22733333333333,Innovative Solutions,Elite Ventures
1727.7373,16,141.4038,38.670300000000005,4,0.676280611336137,0.6668570316848274,1.4665349325113228,0.931770278378629,96.40718666666668,Global Partners,Pioneer Group
4773.338000000001,35,217.8745,17.426,6,0.638167785489607,0.6741912304375124,3.8333754461216714,0.911243377914566,68.33236470588236,NextGen Enterprises,Visionary Technologies
5336.148800000001,38,231.68210000000002,19.201700000000002,4,0.6142126138356298,0.5311280625084435,3.3620653052032767,0.9230882989282163,123.92386486486487,Pioneer Partners,Pioneer Ventures
5330.8106,45,201.3102,32.599599999999995,16,0.5209418551654946,0.5770457731074754,9.477764994788945,0.7556080156319008,34.58338863636364,Dynamic Networks,Green Solutions
4024.5758,26,231.68210000000002,10.4099,8,0.5294026056290961,0.5731197075184058,2.4750076158837775,0.8019029220416491,65.24582,Innovative Consulting,Innovative Group
1377.1892,15,129.8062,17.514599999999998,19,0.35220886186757083,0.2209799118145983,5.291301431882923,0.5484396113179664,49.15237142857143,Dynamic Ventures,Swift Industries
4789.434699999999,36,199.8104,14.6228,15,0.6535154904574095,0.5478676481195099,2.848391065529299,1.0028743204749324,47.64239142857142,Pioneer Corporation,Elite Solutions
5017.324599999999,41,187.131,12.0148,16,0.6182200298308417,0.49576416469337303,5.866937483203815,0.8068818683431854,41.55665750000001,Visionary Enterprises,Visionary Networks
3192.5812,29,186.89339999999999,23.7904,13,0.49693715078636047,0.588121644443513,4.8484366524609435,0.8498074681873095,48.82875714285715,Visionary Ventures,Global Technologies
1589.1008000000002,13,202.2859,18.5871,16,0.5311574049489044,0.5378371954474908,2.381925604876714,0.7311238694888337,71.35184166666666,Elite Ventures,Visionary Solutions
3280.7534,28,200.5804,23.9168,4,0.6754326397466649,0.6088997256139111,4.495175824673658,0.9218119735960579,102.4398,Pioneer Ventures,Swift Enterprises
1409.3697,12,198.9304,38.4785,5,0.5190024252473084,0.5603984955917368,2.86906224709001,0.6661700045241271,77.07177272727273,Dynamic Enterprises,Modern Solutions
5860.8967,34,231.68210000000002,19.201700000000002,5,0.6142126138356298,0.5311280625084435,3.3620653052032767,0.9230882989282163,97.4785909090909,Pioneer Partners,Global Ventures
2930.5339999999997,23,199.8104,14.6228,18,0.5190024252473084,0.5603984955917368,2.86906224709001,0.6661700045241271,54.945640909090905,Dynamic Enterprises,Elite Solutions
3840.7994999999996,25,231.68210000000002,10.4099,7,0.26242241642650205,0.4774928077985118,0.9445959982489879,0.820950573900979,81.65459583333335,Global Corporation,Innovative Group
3662.4860999999996,27,231.68210000000002,19.201700000000002,11,0.6142126138356298,0.5311280625084435,3.3620653052032767,0.9230882989282163,63.05365,Pioneer Partners,Dynamic Industries
4548.485899999999,35,205.6141,25.8705,14,0.5773642478757348,0.4828702494665904,4.3922651004916435,0.8076106661773532,47.39585,Swift Ventures,Visionary Enterprises
3212.0196999999994,32,179.3464,11.5065,6,0.45779584548246455,0.4492563397241323,8.048307648231294,0.744109410553819,54.792977419354834,Innovative Enterprises,Global Enterprises
5461.205599999999,36,207.52620000000002,26.6365,9,0.638167785489607,0.6741912304375124,3.8333754461216714,0.911243377914566,67.10450571428571,NextGen Enterprises,Elite Consulting
5447.206400000001,46,186.89339999999999,23.2793,12,0.45779584548246455,0.4492563397241323,8.048307648231294,0.744109410553819,41.81205777777778,Innovative Enterprises,Visionary Ventures
4071.2206,32,173.0015,20.3042,10,0.5294026056290961,0.5731197075184058,2.4750076158837775,0.8019029220416491,58.577748387096776,Innovative Consulting,Innovative Ventures
4044.208899999999,27,206.5204,26.6365,2,0.5190024252473084,0.5603984955917368,2.86906224709001,0.6661700045241271,176.44553076923083,Dynamic Enterprises,Elite Consulting
1551.0564,11,204.8296,21.8605,19,0.25058846420158093,0.45492822108342573,2.175776780472422,0.6624887719901462,89.72957,Modern Solutions,Visionary Partners
3583.4895000000006,30,206.5204,10.3011,13,0.5311574049489044,0.5378371954474908,2.381925604876714,0.7311238694888337,57.33111724137931,Elite Ventures,Dynamic Group
1250.2866999999999,11,171.0051,6.029,18,0.17492049170122365,0.28144251915825863,5.402634810353608,0.42041953231382323,71.53751,Global Group,Modern Networks
2758.7806,22,186.3852,29.4524,14,0.6086923857746664,0.53714787477974,3.7968467069785574,0.868629924200859,60.91445238095238,Pioneer Industries,Elite Ventures
5192.561300000001,42,199.90210000000002,18.5871,16,0.40854214263378397,0.37083475178819514,9.919721518135782,0.6205345207649546,42.78859024390243,Innovative Corporation,Pioneer Corporation
3674.0053000000003,21,203.2633,35.768800000000006,13,0.25058846420158093,0.45492822108342573,2.175776780472422,0.6624887719901462,72.73234,Modern Solutions,Global Ventures
2844.4426999999996,18,197.5888,21.9399,7,0.3730252792219686,0.39097827021035203,3.78887373522736,0.6481193675383145,83.23618823529412,Dynamic Industries,Pioneer Enterprises
3156.1387999999997,24,200.212,26.8771,15,0.5423914440645673,0.5624406363655408,4.3602428143384975,0.896119790569392,54.47470869565217,Modern Enterprises,NextGen Technologies
3766.7681,31,206.5204,10.3011,10,0.4346455730417453,0.4319173936497911,0.850040241442722,0.8654068301263008,48.17157999999999,Visionary Solutions,Dynamic Group
4983.6228,39,222.8271,19.1873,18,0.6717755683315773,0.556177582641531,5.134538239574102,0.9316191028896559,41.08561052631579,Visionary Consulting,Pioneer Industries
4140.234499999999,31,186.89339999999999,24.7455,10,0.5190024252473084,0.5603984955917368,2.86906224709001,0.6661700045241271,51.90573333333334,Dynamic Enterprises,NextGen Corporation
4004.1337,27,206.5204,18.5871,7,0.4346455730417453,0.4319173936497911,0.850040241442722,0.8654068301263008,84.72116538461538,Visionary Solutions,Elite Consulting
3854.416099999999,29,198.9304,24.7455,16,0.6268714912338813,0.5087917305253116,5.863921416322572,0.8717561315451254,49.54830714285714,NextGen Corporation,Modern Solutions
3807.0564000000004,34,206.5204,10.3011,2,0.5884976230497382,0.4460184196923886,7.417174489455575,0.8023270699019462,90.31016363636364,Dynamic Group,Dynamic Ventures
5055.8118,42,199.90210000000002,18.860599999999998,9,0.6221478324232871,0.6342822743524761,5.506960931112235,0.866843590041707,56.165556097560966,Green Networks,Innovative Corporation
5674.076099999999,45,191.26139999999998,20.3042,20,0.6221478324232871,0.6342822743524761,5.506960931112235,0.866843590041707,42.32269318181818,Green Networks,Innovative Ventures
5226.158299999999,38,205.54670000000002,22.8515,15,0.6182200298308417,0.49576416469337303,5.866937483203815,0.8068818683431854,58.71422432432434,Visionary Enterprises,Global Industries
3192.5812,29,186.89339999999999,23.7904,5,0.49693715078636047,0.588121644443513,4.8484366524609435,0.8498074681873095,74.465725,Visionary Ventures,Global Technologies
4386.5224,35,191.26139999999998,9.097700000000001,4,0.6099321054971043,0.4856197919779189,2.57479403232899,0.9302567644515377,89.78625588235295,Swift Corporation,Green Networks
5393.119299999999,40,206.223,29.1382,19,0.6754326397466649,0.6088997256139111,4.495175824673658,0.9218119735960579,43.011233333333344,Pioneer Ventures,Dynamic Corporation
2591.4937000000004,26,183.88279999999997,21.9399,18,0.4170932148398447,0.33161103397324937,10.16991830257127,0.5594565097287264,43.96461600000001,Green Group,Dynamic Industries
3807.0564000000004,34,206.5204,10.3011,19,0.5884976230497382,0.4460184196923886,7.417174489455575,0.8023270699019462,40.423648484848485,Dynamic Group,Dynamic Ventures
5121.368399999999,44,199.90210000000002,18.860599999999998,15,0.40854214263378397,0.37083475178819514,9.919721518135782,0.6205345207649546,40.07884186046512,Innovative Corporation,Modern Consulting
6086.877600000001,43,206.223,10.9535,12,0.6136745009650924,0.5487782961723914,5.946018577550816,0.8342257843116473,47.310942857142855,Dynamic Partners,Dynamic Corporation
