totalsum,number_stops,Max_to_depot,Min_to_depot,average_overlap_percentage,average_cluster_size,average_centroid_distance,average_distance_within_clusters,average_distance_between_clusters,average_minimal_distance,average_maximal_distance,vehicle_cap,real_km_order,chosen_company,chosen_candidate
3770.090556337362,46,143.96577086690075,8.727697090204037,0.48739733236885,10.608695652173912,0.13583612858971494,17.27830303000351,93.1430609513555,0.009059277348836738,0.4027259841864019,20,24.371434205229516,Visionary Networks,Swift Partners
1642.3973677634037,17,157.20677317504848,20.15603299533792,0.3246517511572813,19.157894736842106,0.24426727979849683,24.243375474963198,102.41559747033942,0.008980411171369523,0.8361126751227737,19,50.28068281121334,Elite Solutions,Dynamic Group
2433.1112255284957,28,143.96577086690075,8.727697090204037,0.5084691511387164,22.307692307692307,0.3035257278512047,30.69010815975485,122.37719878168589,0.005512878118204534,0.9896095097469152,12,37.30718396705305,NextGen Networks,Visionary Networks
2660.3579792223704,27,159.26827449290425,12.842320337305388,0.39240989750143074,21.210526315789473,0.24134049970549132,23.95382465811182,85.99942270696576,0.005235255576456823,0.8028315784994223,7,48.5131424113223,Visionary Solutions,Green Networks
1642.3973677634037,17,157.20677317504848,20.15603299533792,0.30122279127771123,17.8,0.20269653474480082,18.32707611936735,101.90542594171995,0.0038165412615664986,0.6506898386386929,8,56.09832410309439,Dynamic Group,Elite Solutions
3332.8623935763358,39,143.96577086690075,8.727697090204037,0.34453779016135994,11.4,0.15777511159731952,21.554245158503882,94.310694470632,0.016096430012009017,0.47188085702114463,6,44.08668112621059,NextGen Solutions,Visionary Networks
1688.146065424465,15,154.37356142623568,32.6910677949677,0.3768224062571888,16.055555555555557,0.23416855216302176,35.57585031935992,126.4556842019698,0.017725939614388876,0.7901370109321175,20,55.8979459315512,Pioneer Corporation,NextGen Group
4542.863110793707,42,159.81187635532552,17.073430932617747,0.37397084137031833,9.933333333333334,0.13601485837815228,17.690142706778733,98.97669666297844,0.0261226634361473,0.4108128036807314,19,27.66682388055653,Green Ventures,Modern Partners
1461.317292640379,15,125.8053211554146,29.812986887506536,0.4168757018603271,22.333333333333332,0.22185788366422085,26.66932304199942,110.77101455307219,0.005055480491795416,0.7464426472911402,15,44.38601677627229,Dynamic Networks,Swift Networks
4360.212765485229,40,165.2337850637706,10.11857939759048,0.3936303367113435,6.928571428571429,0.14104502094626775,21.654872609881398,84.8669853847915,0.05034851145063851,0.40463611400444865,8,56.407599736270875,Global Industries,Green Ventures
2307.3807969166137,22,138.31974408666053,29.812986887506536,0.32875750022288924,23.105263157894736,0.23859251659367306,22.491685087040548,101.32592812701601,0.0050610295126616075,0.8386209916989668,7,51.33662966818093,Swift Networks,Dynamic Consulting
1877.573287691482,16,159.8247227626519,9.866248210360343,0.3652797246189694,16.217391304347824,0.2112766895168554,29.062772279323976,89.09794937922882,0.0034565435966311038,0.7074009338981344,17,56.247884887260184,NextGen Enterprises,Dynamic Enterprises
3799.080386978749,42,145.7710468916053,8.727697090204037,0.5091862070818974,8.446808510638299,0.13090230977879078,14.144461301198364,76.60980966522985,0.03449860741106559,0.40112157377849905,2,93.00499182477645,Visionary Networks,Visionary Technologies
3456.5706492096865,32,159.8247227626519,9.866248210360343,0.5149689754689755,5.791666666666667,0.11631604307544967,19.668578416690227,89.06144319671718,0.05695431959369713,0.33207756474562916,18,35.197745959712385,Global Consulting,NextGen Enterprises
1771.8080493062682,16,157.20677317504848,20.900704957341016,0.30678682076141245,17.625,0.25595211900443704,23.91864329401188,115.86745267494635,0.008801632134448139,0.8762391715498608,4,80.71327743054684,Elite Ventures,Dynamic Group
2430.7898986749524,26,143.90379450758124,10.488612467296166,0.3856160312878705,8.9,0.13878122874305504,12.252737268221898,87.55041169397897,0.01214644020879223,0.41864150563727304,18,43.129082447477614,Visionary Enterprises,Pioneer Industries
1853.4238250442065,18,151.62560892810518,33.54203282313501,0.2914127970028591,14.227272727272727,0.2196872994985472,11.956579728362135,112.32521730004082,0.012389431002537404,0.7279213188538921,4,83.1995283431428,Global Networks,Dynamic Corporation
1815.8841044183537,17,153.16798797548444,10.488612467296166,0.47357210103205516,17.55,0.22440363545864747,28.41172673644229,98.63129586794221,0.026300422379936746,0.7223534692635439,12,53.41064601268818,Pioneer Industries,Pioneer Enterprises
2942.765768848465,30,159.81187635532552,17.881584182605412,0.4665019365375328,6.840909090909091,0.1295286884996095,15.218265985327712,96.38292597317505,0.04591092676551407,0.34714853014705216,11,42.59971865520975,Modern Partners,Swift Technologies
