,name,lat,lon
0,Pioneer Networks,52.141899,5.583035
1,Pioneer Networks,53.334869,6.516187
2,Pioneer Networks,52.692184,5.056780000000001
3,Pioneer Networks,52.50573000000001,4.98528
4,Pioneer Networks,51.947071,6.02425
10,Global Group,52.088352,4.870138
11,Global Group,51.979279,5.794896
12,Global Group,52.214283,5.28576
13,Global Group,52.365601,5.2562050000000005
14,Global Group,51.577759,4.739487
15,Swift Industries,51.47007,4.661092
16,Swift Industries,52.382301,4.7976
17,Swift Industries,51.930698,4.78602
18,Swift Industries,51.709614,5.367338
19,Swift Industries,52.083893,4.743723
20,Dynamic Industries,51.563255,5.074061
21,Dynamic Industries,52.081909,5.4129830000000005
22,Dynamic Industries,51.548477,4.9419830000000005
23,Dynamic Industries,52.33506,5.218558
24,Dynamic Industries,52.093933,6.159277
25,Dynamic Industries,51.658741,5.034669999999999
26,Dynamic Industries,51.645988,5.6250860000000005
27,Dynamic Industries,52.262096,4.6197870000000005
28,Dynamic Industries,53.225334,6.527607
29,Swift Technologies,52.662872,4.830618
30,Swift Technologies,51.285656,4.061816
31,Swift Technologies,51.944427000000005,5.518607
32,Swift Technologies,51.685421000000005,5.132130999999999
33,Swift Technologies,52.097641,4.59135
34,Swift Technologies,51.819469,4.696564
35,Swift Technologies,51.422722,5.558636
36,Swift Technologies,51.921959,4.610666
44,Innovative Solutions,52.162647,4.53262
45,Innovative Solutions,51.830463,5.813569
46,Innovative Solutions,53.224689,6.562475
47,Innovative Solutions,53.235546,6.549915
48,Innovative Solutions,53.230927,6.544728
49,Innovative Solutions,51.965778,4.56236
50,Innovative Solutions,52.692184,5.056780000000001
51,Global Technologies,52.506088,6.26204
52,Global Technologies,52.892761,6.1427
53,Global Technologies,52.396835,4.951975
54,Global Technologies,52.381847,4.855705
55,Global Technologies,52.60591899999999,4.7117510000000005
56,Global Technologies,51.947071,6.02425
57,Global Technologies,51.352131,5.468651
58,Global Enterprises,51.774372,4.6749540000000005
59,Global Enterprises,51.785801,4.67694
60,Global Enterprises,52.377754,4.618129
61,Global Enterprises,52.169071,5.281478
62,Global Enterprises,52.510326,5.073955000000001
63,Global Enterprises,51.798405,5.024983
64,Global Enterprises,52.355858000000005,4.910694
65,Global Enterprises,52.358513,4.989847
66,Global Corporation,52.60585,6.45651
67,Global Corporation,52.970673,6.956971
68,Global Corporation,52.348961,4.877658
69,Global Corporation,51.766502,5.501873000000001
70,Global Corporation,51.972099,5.934159999999999
71,Global Corporation,53.213921,6.50253
72,Elite Ventures,52.719086,6.451782
73,Elite Ventures,51.794071,4.704205
74,Elite Ventures,52.134266,5.029293
75,Elite Ventures,52.058346,4.506284
76,Elite Ventures,51.862389,6.047346
77,Elite Ventures,51.935596,4.603708999999999
78,Green Enterprises,53.171558,5.79396
79,Green Enterprises,51.642273,4.853041
80,Green Enterprises,51.997402,4.350919
81,Green Enterprises,51.826839,4.8332440000000005
82,Green Enterprises,51.596615,6.010364
83,Visionary Partners,52.201824,4.425641000000001
84,Visionary Partners,52.11208,4.287297
85,Visionary Partners,52.157463,5.395512999999999
86,Visionary Partners,52.663513,6.738163
87,Visionary Partners,50.857361,6.027091
88,Visionary Partners,53.196468,5.792408999999999
94,NextGen Corporation,52.011696,4.530617
95,NextGen Corporation,53.246590000000005,6.587722
96,NextGen Corporation,52.091122,5.239730000000001
97,NextGen Corporation,52.775509,6.894639999999999
98,NextGen Corporation,52.105629,5.01377
99,NextGen Corporation,52.687496,6.186726
100,NextGen Corporation,51.983124,5.647619000000001
101,NextGen Corporation,51.837898,4.96115
102,Pioneer Corporation,53.18222,6.16162
103,Pioneer Corporation,51.514881,3.87917
104,Pioneer Corporation,51.208839000000005,6.020873
105,Pioneer Corporation,51.4422,5.618658
106,Pioneer Corporation,52.408424,4.638079
107,Pioneer Corporation,50.99897,5.857857
108,Pioneer Corporation,51.362499,5.16139
109,Pioneer Corporation,52.157619,6.407299
110,Swift Enterprises,51.865047,4.355659999999999
111,Swift Enterprises,52.494499,4.68548
112,Swift Enterprises,52.37867,4.883832
113,Swift Enterprises,51.702118,5.560448
114,Swift Enterprises,51.81139,5.800421
115,Swift Enterprises,51.517178,3.994613
116,Swift Enterprises,52.110386,5.083622
117,Swift Enterprises,52.989479,6.29171
118,Innovative Ventures,51.507145,3.625687
119,Innovative Ventures,52.882854,6.866725
120,Innovative Ventures,53.205276,5.80459
121,Innovative Ventures,52.152016,5.386049
122,Innovative Ventures,53.147411,7.035044
123,Modern Solutions,52.253384,4.764716
124,Modern Solutions,51.879471,5.837613
125,Modern Solutions,50.88409,5.977301000000001
126,Modern Solutions,51.377594,6.180149
127,Modern Solutions,52.252392,5.611487
128,Dynamic Group,52.310116,6.655361
129,Dynamic Group,52.758904,5.074035
130,Dynamic Group,50.86018,5.67001
131,Dynamic Group,52.561909,5.90332
132,Dynamic Group,52.792603,6.939039999999999
133,Dynamic Group,52.002075,4.354248
134,Dynamic Group,52.208839000000005,5.943724
135,Dynamic Group,52.988174,6.955722
136,Dynamic Group,53.330097,6.515194999999999
137,Dynamic Group,53.136929,6.42889
138,Global Ventures,52.264221,5.17086
139,Global Ventures,53.21068199999999,6.564325
140,Global Ventures,51.930225,6.064158
141,Global Ventures,51.365326,6.151947
142,Global Ventures,52.792629000000005,6.93682
143,Global Ventures,52.254635,4.494229
144,Global Ventures,52.439297,4.830597
145,Global Ventures,51.55162,5.07491
146,Global Ventures,52.62411899999999,4.94754
147,Global Ventures,50.945316,5.971508999999999
148,Swift Ventures,50.895817,5.733605000000001
149,Swift Ventures,52.047565000000006,4.9515720000000005
150,Swift Ventures,52.359459,6.586180000000001
151,Swift Ventures,51.966373,5.908669000000001
152,Swift Ventures,51.283161,5.750272
162,Elite Industries,52.301762,4.874407
163,Elite Industries,52.362465,4.913075
164,Elite Industries,52.139595,6.210289
165,Elite Industries,51.607353,4.746425
166,Elite Industries,51.422184,5.735569
167,Elite Industries,52.048023,6.309369
168,Elite Industries,53.337029,6.300662
169,Elite Industries,51.890682,6.384168
175,Elite Corporation,51.840839,5.839759
176,Elite Corporation,52.074196,5.095043
177,Elite Corporation,52.207069,4.86029
178,Elite Corporation,52.28484,4.577787
179,Elite Corporation,52.116001,5.128069
180,Elite Corporation,52.95930500000001,5.872152
181,Elite Group,51.959595,5.896393
182,Elite Group,52.41526,5.882712000000001
183,Elite Group,51.997501,5.311703
184,Elite Group,52.363007,4.8747370000000005
185,Elite Group,51.794071,4.704205
186,Elite Group,51.001583,5.859209
187,Elite Group,51.931885,4.345898
188,Elite Group,52.977985,6.48348
189,Elite Group,53.30476,6.149081
190,Elite Group,52.65576899999999,4.75776
191,Swift Solutions,52.448189,5.899847
192,Swift Solutions,52.158699,5.378542
193,Swift Solutions,51.51334,4.437685
194,Swift Solutions,51.931885,4.345898
195,Swift Solutions,51.446358,4.04274
196,Swift Solutions,52.378326,4.90041
203,Green Technologies,52.151531,4.660426999999999
204,Green Technologies,53.336105,6.911155
205,Green Technologies,51.730171,4.439641
206,Green Technologies,51.931801,4.463177
207,Green Technologies,51.933655,4.367433
208,Green Technologies,52.89878100000001,5.575
209,Green Technologies,51.45575,6.054693
210,Green Technologies,51.356232,4.393594
226,Modern Networks,52.43866,4.812017
227,Modern Networks,52.410461,6.89836
228,Modern Networks,52.338646,4.7775300000000005
229,Modern Networks,52.927181,7.01761
230,Modern Networks,51.906063,5.565069
231,Modern Networks,52.158699,5.378542
232,Green Solutions,52.284573,5.149117
233,Green Solutions,50.914093,5.929993
234,Green Solutions,51.565704,4.794601999999999
235,Green Solutions,52.513889,6.0866430000000005
236,Green Solutions,52.698669,4.810893
237,Dynamic Networks,52.128777,5.754421
238,Dynamic Networks,53.137856000000006,6.429479
239,Dynamic Networks,51.450981,5.47171
240,Dynamic Networks,52.3894,4.8796550000000005
241,Dynamic Networks,52.235901,6.090443
242,Dynamic Networks,51.695564000000005,5.2187410000000005
243,Dynamic Networks,52.166691,4.506178
244,Dynamic Networks,53.00305899999999,6.066917
245,Innovative Corporation,51.941792,4.60153
246,Innovative Corporation,53.00201800000001,6.764721000000001
247,Innovative Corporation,50.816071,5.893286
248,Innovative Corporation,51.98082,4.582866
249,Innovative Corporation,51.645363,5.94989
250,Innovative Corporation,51.562359,3.497259
251,Innovative Corporation,52.156471,6.740402
252,Innovative Corporation,52.030594,5.654088
253,Innovative Corporation,51.53112,4.453111
254,Innovative Corporation,53.041664,5.667189
255,Pioneer Industries,52.342903,5.228763
256,Pioneer Industries,52.119621,5.18369
257,Pioneer Industries,52.356544,4.620233
258,Pioneer Industries,52.696976,5.117591
259,Pioneer Industries,51.584656,5.085731
260,Pioneer Industries,51.228291,5.882414
261,Pioneer Industries,52.299873,4.963525
262,Pioneer Industries,51.887455,4.546505000000001
278,Dynamic Enterprises,52.080544,4.26788
279,Dynamic Enterprises,52.510071,5.473269999999999
280,Dynamic Enterprises,52.65576899999999,4.75776
281,Dynamic Enterprises,51.420723,5.406116
282,Dynamic Enterprises,52.065697,4.317823000000001
283,Dynamic Enterprises,51.42263,5.485685
284,Dynamic Enterprises,52.383263,4.6042510000000005
285,Dynamic Ventures,51.690418,5.329953
286,Dynamic Ventures,52.129402,5.190471
287,Dynamic Ventures,52.212318,6.865317
288,Dynamic Ventures,51.886677,4.548312
289,Dynamic Ventures,51.924789,4.5136400000000005
290,Dynamic Ventures,52.646465,5.052159
291,Dynamic Ventures,51.89061,5.093459999999999
292,Dynamic Ventures,52.075516,4.358499
293,Dynamic Ventures,51.661072,5.229984
294,Dynamic Ventures,51.890198,5.080131
295,Global Networks,52.711823,5.758072
296,Global Networks,52.722237,4.738335
297,Global Networks,51.549782,4.0779
298,Global Networks,52.235901,6.090443
299,Global Networks,52.301601,6.752451
300,Global Networks,53.092846,6.6813910000000005
301,Global Networks,52.086639,4.74644
302,Global Networks,52.005955,5.553395
303,Global Networks,52.256512,6.161398999999999
304,Global Networks,51.880955,5.434308000000001
305,Modern Consulting,52.314819,4.658809
306,Modern Consulting,52.314819,4.658809
307,Modern Consulting,53.00201800000001,6.764721000000001
308,Modern Consulting,52.248421,4.818052
309,Modern Consulting,52.363049,4.83771
310,Modern Consulting,51.928909,4.546414
311,Modern Consulting,51.418823,5.439299
312,Innovative Enterprises,52.19154,6.880051
313,Innovative Enterprises,52.08511,4.885258
314,Innovative Enterprises,51.263882,5.709867
315,Innovative Enterprises,50.875729,5.983105
316,Innovative Enterprises,51.931801,4.463177
317,Innovative Enterprises,52.101425,5.045139
318,Innovative Enterprises,52.674778,4.852915
319,Innovative Enterprises,51.861858000000005,5.771059999999999
320,Swift Group,51.965591,4.606148999999999
321,Swift Group,52.23135,6.88956
322,Swift Group,51.159203000000005,5.941479
323,Swift Group,52.061275,5.576127
324,Swift Group,52.72423199999999,6.50822
325,Swift Group,52.746498,4.904489
326,Swift Group,50.946457,5.774321
327,Swift Group,52.155128000000005,4.494127
328,Swift Group,51.934471,4.42858
329,Elite Solutions,53.182579,6.166472
330,Elite Solutions,52.110386,5.083622
